,invoice_id,gross_income,gross_margin_pct,cogs,payment,time,date,total,tax_pct,quantity,unit_price,product_line
81,847-38-7188,14.502,4.7619047619999995,290.04,Ewallet,19:56,1/26/2019,304.54200000000003,14.502,3,96.68,Food and beverages
82,480-63-2856,7.7,4.7619047619999995,154.0,Ewallet,18:37,1/23/2019,161.7,7.7,8,19.25,Food and beverages
83,787-56-0757,16.072,4.7619047619999995,321.44,Credit card,18:45,2/23/2019,337.51199999999994,16.072,4,80.36,Food and beverages
84,360-39-5055,12.2275,4.7619047619999995,244.55,Cash,10:17,3/9/2019,256.7775,12.2275,5,48.91,Sports and travel
85,730-50-9884,29.070999999999998,4.7619047619999995,581.42,Ewallet,14:31,3/5/2019,610.491,29.070999999999998,7,83.06,Sports and travel
86,362-58-8315,19.13,4.7619047619999995,382.6,Cash,10:23,3/25/2019,401.73,19.13,5,76.52,Fashion accessories
87,633-44-8566,17.283,4.7619047619999995,345.66,Credit card,20:35,3/27/2019,362.94300000000004,17.283,7,49.38,Food and beverages
88,504-35-8843,2.1235,4.7619047619999995,42.47,Cash,16:57,1/2/2019,44.5935,2.1235,1,42.47,Sports and travel
89,318-68-5053,23.096999999999998,4.7619047619999995,461.94,Cash,17:55,2/27/2019,485.037,23.096999999999998,6,76.99,Health and beauty
90,565-80-5980,9.476,4.7619047619999995,189.52,Cash,10:25,1/23/2019,198.99599999999998,9.476,4,47.38,Home and lifestyle
91,225-32-0908,22.43,4.7619047619999995,448.6,Ewallet,19:54,1/26/2019,471.03,22.43,10,44.86,Sports and travel
92,873-51-0671,7.693,4.7619047619999995,153.86,Ewallet,16:42,1/10/2019,161.553,7.693,7,21.98,Sports and travel
93,152-08-9985,28.962,4.7619047619999995,579.24,Credit card,12:09,3/12/2019,608.202,28.962,9,64.36,Health and beauty
94,512-91-0811,4.4875,4.7619047619999995,89.75,Credit card,20:05,2/6/2019,94.2375,4.4875,1,89.75,Health and beauty
95,594-34-4444,4.8580000000000005,4.7619047619999995,97.16,Ewallet,20:38,3/8/2019,102.01799999999999,4.8580000000000005,1,97.16,Electronic accessories
96,766-85-7061,43.935,4.7619047619999995,878.7,Ewallet,10:25,3/29/2019,922.635,43.935,10,87.87,Health and beauty
97,871-39-9221,3.735,4.7619047619999995,74.7,Cash,13:11,2/9/2019,78.435,3.735,6,12.45,Electronic accessories
98,865-92-6136,7.9125,4.7619047619999995,158.25,Ewallet,10:16,3/23/2019,166.1625,7.9125,3,52.75,Food and beverages
99,733-01-9107,24.81,4.7619047619999995,496.2,Cash,18:14,3/5/2019,521.01,24.81,6,82.7,Home and lifestyle
100,163-56-7055,2.4355,4.7619047619999995,48.71,Cash,19:20,3/26/2019,51.1455,2.4355,1,48.71,Fashion accessories
101,189-98-2939,35.3475,4.7619047619999995,706.95,Cash,13:22,3/1/2019,742.2975,35.3475,9,78.55,Fashion accessories
102,551-21-3069,10.3815,4.7619047619999995,207.63,Cash,11:27,2/1/2019,218.0115,10.3815,9,23.07,Electronic accessories
103,212-62-1842,17.477999999999998,4.7619047619999995,349.56,Cash,16:44,3/28/2019,367.038,17.477999999999998,6,58.26,Food and beverages
104,716-39-1409,10.6225,4.7619047619999995,212.45,Cash,18:19,3/19/2019,223.0725,10.6225,7,30.35,Health and beauty
105,704-48-3927,44.335,4.7619047619999995,886.7,Ewallet,14:50,1/12/2019,931.035,44.335,10,88.67,Electronic accessories
106,628-34-3388,8.214,4.7619047619999995,164.28,Credit card,20:54,1/5/2019,172.49400000000003,8.214,6,27.38,Fashion accessories
107,630-74-5166,18.639,4.7619047619999995,372.78,Cash,20:19,3/22/2019,391.41900000000004,18.639,6,62.13,Sports and travel
108,588-01-7461,15.290999999999999,4.7619047619999995,305.82,Cash,10:43,3/24/2019,321.111,15.290999999999999,9,33.98,Food and beverages
109,861-77-0145,40.985,4.7619047619999995,819.7,Cash,14:30,3/3/2019,860.685,40.985,10,81.97,Electronic accessories
110,479-26-8945,1.649,4.7619047619999995,32.98,Ewallet,11:32,2/5/2019,34.629,1.649,2,16.49,Sports and travel
111,210-67-5886,14.7315,4.7619047619999995,294.63,Credit card,10:41,2/5/2019,309.3615,14.7315,3,98.21,Health and beauty
112,227-78-1148,25.494,4.7619047619999995,509.88,Cash,12:44,2/15/2019,535.374,25.494,7,72.84,Fashion accessories
113,645-44-1170,26.1315,4.7619047619999995,522.63,Ewallet,20:07,1/19/2019,548.7615,26.1315,9,58.07,Home and lifestyle
114,237-01-6122,36.3555,4.7619047619999995,727.11,Credit card,20:31,2/1/2019,763.4655,36.3555,9,80.79,Home and lifestyle
115,225-98-1496,4.053,4.7619047619999995,81.06,Credit card,13:01,3/2/2019,85.113,4.053,3,27.02,Fashion accessories
116,291-32-1427,5.485,4.7619047619999995,109.7,Ewallet,12:29,3/5/2019,115.185,5.485,5,21.94,Fashion accessories
117,659-65-8956,2.568,4.7619047619999995,51.36,Ewallet,15:26,1/16/2019,53.928000000000004,2.568,1,51.36,Fashion accessories
118,642-32-2990,5.48,4.7619047619999995,109.6,Ewallet,20:48,2/2/2019,115.08,5.48,10,10.96,Food and beverages
119,378-24-2715,5.343999999999999,4.7619047619999995,106.88,Ewallet,20:38,1/20/2019,112.22399999999999,5.343999999999999,2,53.44,Home and lifestyle
120,638-60-7125,39.824,4.7619047619999995,796.48,Credit card,17:03,2/14/2019,836.304,39.824,8,99.56,Electronic accessories
121,659-36-1684,19.992,4.7619047619999995,399.84,Credit card,12:02,1/12/2019,419.832,19.992,7,57.12,Sports and travel
122,219-22-9386,44.982,4.7619047619999995,899.64,Credit card,17:26,3/9/2019,944.622,44.982,9,99.96,Sports and travel
123,336-78-2147,25.564,4.7619047619999995,511.28,Credit card,19:52,3/13/2019,536.844,25.564,8,63.91,Home and lifestyle
124,268-27-6179,22.588,4.7619047619999995,451.76,Ewallet,14:57,3/9/2019,474.348,22.588,8,56.47,Fashion accessories
125,668-90-8900,32.7915,4.7619047619999995,655.83,Credit card,18:44,3/10/2019,688.6215,32.7915,7,93.69,Home and lifestyle
126,870-54-3162,8.0625,4.7619047619999995,161.25,Cash,13:26,1/27/2019,169.3125,8.0625,5,32.25,Sports and travel
127,189-08-9157,14.2785,4.7619047619999995,285.57,Credit card,16:17,1/8/2019,299.8485,14.2785,9,31.73,Fashion accessories
128,663-86-9076,27.416,4.7619047619999995,548.32,Ewallet,15:57,1/8/2019,575.736,27.416,8,68.54,Food and beverages
129,549-84-7482,40.626,4.7619047619999995,812.52,Ewallet,11:15,2/8/2019,853.1460000000001,40.626,9,90.28,Sports and travel
130,191-10-6171,13.867,4.7619047619999995,277.34,Cash,13:18,1/25/2019,291.207,13.867,7,39.62,Fashion accessories
131,802-70-5316,27.639,4.7619047619999995,552.78,Cash,20:34,3/6/2019,580.419,27.639,6,92.13,Sports and travel
132,695-51-0018,6.968,4.7619047619999995,139.36,Cash,18:36,2/10/2019,146.328,6.968,4,34.84,Sports and travel
133,590-83-4591,26.235,4.7619047619999995,524.7,Credit card,14:40,2/17/2019,550.935,26.235,6,87.45,Electronic accessories
134,483-71-1164,24.39,4.7619047619999995,487.8,Ewallet,16:43,3/8/2019,512.19,24.39,6,81.3,Health and beauty
135,597-78-7908,13.533,4.7619047619999995,270.66,Cash,19:39,2/18/2019,284.193,13.533,3,90.22,Fashion accessories
136,700-81-1757,6.5775,4.7619047619999995,131.55,Credit card,20:59,1/18/2019,138.1275,6.5775,5,26.31,Electronic accessories
137,354-39-5160,10.325999999999999,4.7619047619999995,206.52,Cash,15:39,2/18/2019,216.84599999999998,10.325999999999999,6,34.42,Home and lifestyle
138,241-72-9525,25.955,4.7619047619999995,519.1,Cash,12:21,2/16/2019,545.055,25.955,10,51.91,Sports and travel
139,575-30-8091,29.0,4.7619047619999995,580.0,Ewallet,19:25,3/16/2019,609.0,29.0,8,72.5,Sports and travel
140,731-81-9469,44.9,4.7619047619999995,898.0,Credit card,13:00,1/23/2019,942.9,44.9,10,89.8,Sports and travel
141,280-17-4359,45.25,4.7619047619999995,905.0,Cash,13:48,1/25/2019,950.25,45.25,10,90.5,Health and beauty
142,338-65-2210,34.3,4.7619047619999995,686.0,Cash,19:57,2/5/2019,720.3,34.3,10,68.6,Health and beauty
143,488-25-4221,1.5205,4.7619047619999995,30.41,Credit card,10:36,2/22/2019,31.9305,1.5205,1,30.41,Food and beverages
144,239-10-7476,23.385,4.7619047619999995,467.7,Ewallet,16:37,1/21/2019,491.085,23.385,6,77.95,Home and lifestyle
145,458-41-1477,13.878,4.7619047619999995,277.56,Credit card,17:11,3/8/2019,291.438,13.878,6,46.26,Health and beauty
146,685-64-1609,15.07,4.7619047619999995,301.4,Ewallet,12:28,2/10/2019,316.47,15.07,10,30.14,Fashion accessories
147,568-90-5112,13.228,4.7619047619999995,264.56,Credit card,12:46,3/19/2019,277.788,13.228,4,66.14,Health and beauty
148,262-47-2794,28.744,4.7619047619999995,574.88,Credit card,15:07,3/6/2019,603.624,28.744,8,71.86,Home and lifestyle
149,238-49-0436,12.984000000000002,4.7619047619999995,259.68,Credit card,13:48,3/27/2019,272.664,12.984000000000002,8,32.46,Health and beauty
150,608-96-3517,18.308,4.7619047619999995,366.16,Credit card,19:20,3/23/2019,384.468,18.308,4,91.54,Fashion accessories
151,584-86-7256,12.095999999999998,4.7619047619999995,241.92,Credit card,16:07,3/11/2019,254.016,12.095999999999998,7,34.56,Sports and travel
152,746-94-0204,37.458,4.7619047619999995,749.16,Credit card,11:56,1/29/2019,786.618,37.458,9,83.24,Fashion accessories
153,214-17-6927,4.944,4.7619047619999995,98.88,Ewallet,18:23,2/7/2019,103.824,4.944,6,16.48,Food and beverages
154,400-89-4171,32.388000000000005,4.7619047619999995,647.76,Cash,13:05,1/28/2019,680.148,32.388000000000005,8,80.97,Sports and travel
155,782-95-9291,23.0725,4.7619047619999995,461.45,Credit card,15:55,2/20/2019,484.5225,23.0725,5,92.29,Food and beverages
156,279-74-2924,3.6085,4.7619047619999995,72.17,Cash,19:40,1/4/2019,75.7785,3.6085,1,72.17,Electronic accessories
157,307-85-2293,12.57,4.7619047619999995,251.4,Ewallet,13:58,3/7/2019,263.97,12.57,5,50.28,Home and lifestyle
158,743-04-1105,43.748999999999995,4.7619047619999995,874.98,Ewallet,14:43,3/30/2019,918.7289999999999,43.748999999999995,9,97.22,Health and beauty
159,423-57-2993,28.017,4.7619047619999995,560.34,Ewallet,19:18,3/27/2019,588.357,28.017,6,93.39,Sports and travel
160,894-41-5205,17.272000000000002,4.7619047619999995,345.44,Credit card,19:39,1/19/2019,362.712,17.272000000000002,8,43.18,Food and beverages
161,275-28-0149,3.1845,4.7619047619999995,63.69,Cash,16:21,2/25/2019,66.8745,3.1845,1,63.69,Sports and travel
162,101-17-6199,16.0265,4.7619047619999995,320.53,Credit card,19:44,3/13/2019,336.5565,16.0265,7,45.79,Food and beverages
163,423-80-0988,7.64,4.7619047619999995,152.8,Ewallet,19:42,1/30/2019,160.44,7.64,2,76.4,Sports and travel
164,548-46-9322,19.95,4.7619047619999995,399.0,Credit card,15:24,2/20/2019,418.95,19.95,10,39.9,Food and beverages
165,505-02-0892,17.028,4.7619047619999995,340.56,Ewallet,14:12,2/25/2019,357.588,17.028,8,42.57,Health and beauty
166,234-65-2137,47.79,4.7619047619999995,955.8,Cash,13:32,1/16/2019,1003.59,47.79,10,95.58,Home and lifestyle
167,687-47-8271,49.49,4.7619047619999995,989.8,Credit card,16:20,2/8/2019,1039.29,49.49,10,98.98,Fashion accessories
168,796-32-9050,15.384,4.7619047619999995,307.68,Cash,16:31,1/19/2019,323.064,15.384,6,51.28,Food and beverages
169,105-31-1824,24.331999999999997,4.7619047619999995,486.64,Credit card,15:10,2/1/2019,510.972,24.331999999999997,7,69.52,Sports and travel
170,249-42-3782,17.5025,4.7619047619999995,350.05,Ewallet,11:36,1/3/2019,367.5525,17.5025,5,70.01,Health and beauty
171,316-55-4634,20.0125,4.7619047619999995,400.25,Credit card,12:45,1/26/2019,420.2625,20.0125,5,80.05,Food and beverages
172,733-33-4967,8.34,4.7619047619999995,166.8,Cash,19:17,3/3/2019,175.14,8.34,8,20.85,Electronic accessories
173,608-27-6295,15.867,4.7619047619999995,317.34,Credit card,17:34,1/19/2019,333.207,15.867,6,52.89,Electronic accessories
174,414-12-7047,7.916,4.7619047619999995,158.32,Ewallet,12:04,1/18/2019,166.236,7.916,8,19.79,Food and beverages
175,827-26-2100,15.228,4.7619047619999995,304.56,Ewallet,16:21,3/21/2019,319.788,15.228,9,33.84,Home and lifestyle
176,175-54-2529,8.868,4.7619047619999995,177.36,Credit card,17:01,3/3/2019,186.22799999999998,8.868,8,22.17,Food and beverages
177,139-52-2867,7.8785,4.7619047619999995,157.57,Credit card,10:50,2/13/2019,165.4485,7.8785,7,22.51,Fashion accessories
178,407-63-8975,22.164,4.7619047619999995,443.28,Ewallet,19:16,3/23/2019,465.444,22.164,6,73.88,Food and beverages
179,342-65-4817,13.02,4.7619047619999995,260.4,Ewallet,16:47,1/28/2019,273.42,13.02,3,86.8,Health and beauty
180,130-98-8941,22.491,4.7619047619999995,449.82,Cash,10:00,2/9/2019,472.311,22.491,7,64.26,Fashion accessories
181,434-83-9547,15.388,4.7619047619999995,307.76,Cash,11:51,1/23/2019,323.14799999999997,15.388,8,38.47,Food and beverages
182,851-28-6367,7.75,4.7619047619999995,155.0,Ewallet,10:55,3/23/2019,162.75,7.75,10,15.5,Sports and travel
183,824-88-3614,13.724,4.7619047619999995,274.48,Ewallet,15:00,1/25/2019,288.204,13.724,8,34.31,Health and beauty
184,586-25-0848,4.319,4.7619047619999995,86.38,Credit card,11:19,3/4/2019,90.699,4.319,7,12.34,Sports and travel
185,895-66-0685,2.7119999999999997,4.7619047619999995,54.24,Ewallet,19:46,3/5/2019,56.952,2.7119999999999997,3,18.08,Food and beverages
186,305-14-0245,37.796,4.7619047619999995,755.92,Ewallet,19:00,3/3/2019,793.716,37.796,8,94.49,Home and lifestyle
187,732-04-5373,9.294,4.7619047619999995,185.88,Cash,10:53,2/8/2019,195.174,9.294,4,46.47,Home and lifestyle
188,400-60-7251,3.7035,4.7619047619999995,74.07,Ewallet,12:50,2/10/2019,77.7735,3.7035,1,74.07,Home and lifestyle
189,593-65-1552,13.962,4.7619047619999995,279.24,Credit card,20:50,1/28/2019,293.202,13.962,4,69.81,Home and lifestyle
190,284-34-9626,11.556,4.7619047619999995,231.12,Credit card,10:39,2/11/2019,242.676,11.556,3,77.04,Home and lifestyle
191,437-58-8131,7.352,4.7619047619999995,147.04,Ewallet,13:41,1/15/2019,154.392,7.352,2,73.52,Fashion accessories
192,286-43-6208,39.51,4.7619047619999995,790.2,Cash,19:08,3/16/2019,829.71,39.51,9,87.8,Food and beverages
193,641-43-2399,5.11,4.7619047619999995,102.2,Ewallet,20:23,1/26/2019,107.31,5.11,4,25.55,Home and lifestyle
194,831-07-6050,8.1775,4.7619047619999995,163.55,Credit card,11:30,3/19/2019,171.7275,8.1775,5,32.71,Electronic accessories
195,556-86-3144,3.7145,4.7619047619999995,74.29,Cash,19:30,1/13/2019,78.0045,3.7145,1,74.29,Fashion accessories
196,848-24-9445,4.37,4.7619047619999995,87.4,Cash,18:03,3/26/2019,91.77,4.37,2,43.7,Health and beauty
197,856-22-8149,1.2645,4.7619047619999995,25.29,Ewallet,10:13,3/23/2019,26.5545,1.2645,1,25.29,Home and lifestyle
198,699-01-4164,8.3,4.7619047619999995,166.0,Credit card,19:58,3/12/2019,174.3,8.3,4,41.5,Health and beauty
199,420-11-4919,17.8475,4.7619047619999995,356.95,Credit card,19:57,2/17/2019,374.7975,17.8475,5,71.39,Food and beverages
200,606-80-4905,5.745,4.7619047619999995,114.9,Credit card,10:01,1/29/2019,120.645,5.745,6,19.15,Sports and travel
201,542-41-0513,11.498,4.7619047619999995,229.96,Cash,11:57,3/15/2019,241.458,11.498,4,57.49,Electronic accessories
202,426-39-2418,21.4935,4.7619047619999995,429.87,Cash,10:02,1/14/2019,451.3635,21.4935,7,61.41,Electronic accessories
203,875-46-5808,12.95,4.7619047619999995,259.0,Ewallet,14:51,2/6/2019,271.95,12.95,10,25.9,Health and beauty
204,394-43-4238,4.4425,4.7619047619999995,88.85,Credit card,12:42,2/15/2019,93.2925,4.4425,5,17.77,Home and lifestyle
205,749-24-1565,10.3635,4.7619047619999995,207.27,Ewallet,12:02,1/3/2019,217.6335,10.3635,9,23.03,Health and beauty
206,672-51-8681,29.9925,4.7619047619999995,599.85,Credit card,18:19,1/4/2019,629.8425,29.9925,9,66.65,Electronic accessories
207,263-87-5680,14.265,4.7619047619999995,285.3,Ewallet,17:38,3/18/2019,299.565,14.265,10,28.53,Home and lifestyle
208,573-58-9734,4.5555,4.7619047619999995,91.11,Ewallet,13:41,3/28/2019,95.6655,4.5555,3,30.37,Fashion accessories
209,817-69-8206,44.8785,4.7619047619999995,897.57,Credit card,19:42,3/2/2019,942.4485,44.8785,9,99.73,Electronic accessories
